Instrument,Company Common Name,Deal Permid,Loan Dates: Announcement Date,Loan Dates: Financial Close Date of Loan Package,Maturity: Maturity Date,Loan Type,Use of Proceeds,Loan Repayment: Type,Loans Issuer/Borrower Ultimate Parent Name Full,Loan Package Amount,"Number of all Managers, inc. Int'l Co-Managers","All Managers, inc. Int'l Co-Managers, Parent (Full Name)","All Managers, inc. Int'l Co-Managers, Parent (Code)",All Loans Manager Roles,Loan Manager Commitment Amount
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Arranger,0.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Arranger,0.0
5086635324,,,,,,,,,,,,UniCredit,UNICREDIT-SPA,Arranger,0.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Arranger,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Arranger,0.0
5086635324,,,,,,,,,,,,Barclays,BARCLAYS-CAP,Arranger,0.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Arranger,0.0
5086635324,,,,,,,,,,,,UBS,UBS-BANK,Arranger,0.0
5086635324,,,,,,,,,,,,DBS Group Holdings,DBSGR,Arranger,0.0
5086635324,,,,,,,,,,,,IMI - Intesa Sanpaolo,INTESA-SAN,Arranger,0.0
5086635324,,,,,,,,,,,,Truist Financial Corp,TRUIST-FIN,Arranger,0.0
5086635324,,,,,,,,,,,,Zuercher Kantonalbank,ZUERCHER,Arranger,0.0
5086635324,,,,,,,,,,,,Novacaixagalicia,NOVACAIXAGAL,Participant,0.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Participant,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,0.0
5086635324,,,,,,,,,,,,Banco do Brasil SA,BK-BRASIL,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,0.0
5086635324,,,,,,,,,,,,Erste Group Bank AG,ERSTBK,Participant,0.0
5086635324,,,,,,,,,,,,KBC Group NV,KBC-GROUP,Participant,0.0
5086635324,,,,,,,,,,,,KfW IPEX-Bank GmbH,KFW-IPEX,Participant,0.0
5086635324,,,,,,,,,,,,Landesbank Baden-Wurttemberg,LBW$,Participant,0.0
5086635324,,,,,,,,,,,,Oversea-Chinese Banking Corp Ltd,OCBC,Participant,0.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Participant,0.0
5086635324,,,,,,,,,,,,Westpac Banking Corp,WESTPAC,Participant,0.0
5086635324,,,,,,,,,,,,RBC Capital Markets,RBC-CAP-MKTS,Administration Agent,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Export Development Canada,EXPORT-DEV-CA,Participant,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Documentation Agent,30000000.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Syndication Agent,76000000.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Documentation Agent,0.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,14000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,20000000.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Participant,38000000.0
5086635324,,,,,,,,,,,,Goldman Sachs & Co,GS,Participant,20000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,14000000.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Participant,38000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Administration Agent,195000000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,102000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Documentation Agent,72000000.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Syndication Agent,0.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Documentation Agent,100000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Documentation Agent,102000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,102000000.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,54000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,48000000.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,68000000.0
5086635324,,,,,,,,,,,,Goldman Sachs & Co,GS,Participant,35000000.0
5086635324,,,,,,,,,,,,ING,ING,Participant,68000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,54000000.0
5086635324,,,,,,,,,,,,DBS Group Holdings,DBSGR,Arranger,25000000.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Administration Agent,69250000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Syndication Agent,40000000.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Documentation Agent,30000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Participant,40000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,12250000.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,30000000.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,25000000.0
5086635324,,,,,,,,,,,,Goldman Sachs & Co,GS,Participant,21500000.0
5086635324,,,,,,,,,,,,HSBC Holdings PLC,SAM-CAPEL-HSBC,Participant,25000000.0
5086635324,,,,,,,,,,,,ING,ING,Participant,40000000.0
5086635324,,,,,,,,,,,,Mitsubishi UFJ Financial Group,MITSUBISHI-UFJ,Participant,30000000.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Participant,17000000.0
5086635324,,,,,,,,,,,,Standard Chartered PLC,SCPLC,Participant,20000000.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Participant,40000000.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Administration Agent,150750000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Syndication Agent,80000000.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Documentation Agent,25000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,40000000.0
5086635324,,,,,,,,,,,,Australia & New Zealand Banking Group Ltd,ANZ,Participant,30000000.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Participant,50000000.0
5086635324,,,,,,,,,,,,Arab Banking Corporation (ABC) Capital Markets Group,ABC,Participant,30000000.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,40000000.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,70000000.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Participant,40000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,27750000.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Participant,70000000.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,25000000.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,30000000.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,60000000.0
5086635324,,,,,,,,,,,,Goldman Sachs & Co,GS,Participant,48500000.0
5086635324,,,,,,,,,,,,HSBC Holdings PLC,SAM-CAPEL-HSBC,Participant,25000000.0
5086635324,,,,,,,,,,,,Industrial & Commercial Bank of China Ltd,CHCIB,Participant,50000000.0
5086635324,,,,,,,,,,,,KBC Group NV,KBC-GROUP,Participant,30000000.0
5086635324,,,,,,,,,,,,Mitsubishi UFJ Financial Group,MITSUBISHI-UFJ,Participant,40000000.0
5086635324,,,,,,,,,,,,Morgan Stanley,MORGAN-STANLEY,Participant,40000000.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Participant,30000000.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Participant,38000000.0
5086635324,,,,,,,,,,,,Standard Chartered PLC,SCPLC,Participant,40000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,40000000.0
5086635324,,,,,,,,,,,,Truist Financial Corp,TRUIST-FIN,Participant,40000000.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Participant,40000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Administration Agent,90000000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Documentation Agent,50000000.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Syndication Agent,80000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,85000000.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,40000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,40000000.0
5086635324,,,,,,,,,,,,Bankinter SA,BANKINTER,Participant,15000000.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,70000000.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,80000000.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,30000000.0
5086635324,,,,,,,,,,,,ING,ING,Participant,40000000.0
5086635324,,,,,,,,,,,,Standard Bank Group Ltd,STAN-BANK-GROUP,Participant,50000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Trust Holdings Inc,SUM-MIT-TR-HLDG,Participant,50000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,40000000.0
5086635324,,,,,,,,,,,,RBC Capital Markets,RBC-CAP-MKTS,Administration Agent,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Export Development Canada,EXPORT-DEV-CA,Participant,0.0
5086635324,,,,,,,,,,,,RBC Capital Markets,RBC-CAP-MKTS,Administration Agent,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Export Development Canada,EXPORT-DEV-CA,Participant,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,Australia & New Zealand Banking Group Ltd,ANZ,Arranger,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Arranger,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Arranger,0.0
5086635324,,,,,,,,,,,,Bank of China Ltd,BK-CHINA-LTD,Arranger,0.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Arranger,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Arranger,0.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Arranger,0.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Arranger,0.0
5086635324,,,,,,,,,,,,ING,ING,Arranger,0.0
5086635324,,,,,,,,,,,,Industrial & Commercial Bank of China Ltd,CHCIB,Arranger,0.0
5086635324,,,,,,,,,,,,Mitsubishi UFJ Financial Group,MITSUBISHI-UFJ,Arranger,0.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Arranger,0.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Arranger,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Arranger,0.0
5086635324,,,,,,,,,,,,RBC Capital Markets,RBC-CAP-MKTS,Arranger,0.0
5086635324,,,,,,,,,,,,Standard Chartered PLC,SCPLC,Arranger,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Arranger,0.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Arranger,0.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Arranger,0.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Arranger,0.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Arranger,0.0
5086635324,,,,,,,,,,,,DBS Group Holdings,DBSGR,Arranger,0.0
5086635324,,,,,,,,,,,,IMI - Intesa Sanpaolo,INTESA-SAN,Arranger,0.0
5086635324,,,,,,,,,,,,Itau Unibanco,ITAU-UNIBANCO,Arranger,0.0
5086635324,,,,,,,,,,,,Oversea-Chinese Banking Corp Ltd,OCBC,Arranger,0.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Arranger,0.0
5086635324,,,,,,,,,,,,Truist Financial Corp,TRUIST-FIN,Arranger,0.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Arranger,0.0
5086635324,,,,,,,,,,,,Novacaixagalicia,NOVACAIXAGAL,Lead Manager,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Lead Manager,0.0
5086635324,,,,,,,,,,,,Emirates NBD PJSC,EMIRATES-NBD,Lead Manager,0.0
5086635324,,,,,,,,,,,,Erste Group Bank AG,ERSTBK,Lead Manager,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Administration Agent,90000000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Documentation Agent,50000000.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Syndication Agent,80000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,80000000.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,40000000.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,85000000.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,40000000.0
5086635324,,,,,,,,,,,,Bankinter SA,BANKINTER,Participant,15000000.0
5086635324,,,,,,,,,,,,China Construction Bank (CH),CHCOBK,Participant,100000000.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,70000000.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,80000000.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,30000000.0
5086635324,,,,,,,,,,,,ING,ING,Participant,40000000.0
5086635324,,,,,,,,,,,,Standard Bank Group Ltd,STAN-BANK-GROUP,Participant,50000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Trust Holdings Inc,SUM-MIT-TR-HLDG,Participant,50000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,40000000.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Administration Agent,55000000.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,Citi,CITI,Syndication Agent,40000000.0
5086635324,,,,,,,,,,,,ING,ING,Syndication Agent,40000000.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Syndication Agent,75000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,RBC Capital Markets,RBC-CAP-MKTS,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Syndication Agent,40000000.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Syndication Agent,50000000.0
5086635324,,,,,,,,,,,,Truist Financial Corp,TRUIST-FIN,Syndication Agent,80000000.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Syndication Agent,80000000.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Syndication Agent,40000000.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Arranger,7000000000.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Syndication Agent,0.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,0.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,0.0
5086635324,,,,,,,,,,,,Bankinter SA,BANKINTER,Participant,0.0
5086635324,,,,,,,,,,,,China Construction Bank (CH),CHCOBK,Participant,0.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,0.0
5086635324,,,,,,,,,,,,ING,ING,Participant,0.0
5086635324,,,,,,,,,,,,Standard Bank Group Ltd,STAN-BANK-GROUP,Participant,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Trust Holdings Inc,SUM-MIT-TR-HLDG,Participant,0.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,0.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Administration Agent,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Syndication Agent,0.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Documentation Agent,0.0
5086635324,,,,,,,,,,,,US Bancorp,USBANC,Documentation Agent,0.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Participant,0.0
5086635324,,,,,,,,,,,,Arab Banking Corporation (ABC) Capital Markets Group,ABC,Participant,0.0
5086635324,,,,,,,,,,,,Australia & New Zealand Banking Group Ltd,ANZ,Participant,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,0.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Participant,0.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Participant,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Participant,0.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche GenossenschaftsZentralbank {DZ Bank},DZ-BK,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,0.0
5086635324,,,,,,,,,,,,Goldman Sachs & Co,GS,Participant,0.0
5086635324,,,,,,,,,,,,HSBC Holdings PLC,SAM-CAPEL-HSBC,Participant,0.0
5086635324,,,,,,,,,,,,ING,ING,Participant,0.0
5086635324,,,,,,,,,,,,Industrial & Commercial Bank of China Ltd,CHCIB,Participant,0.0
5086635324,,,,,,,,,,,,KBC Group NV,KBC-GROUP,Participant,0.0
5086635324,,,,,,,,,,,,Mitsubishi UFJ Financial Group,MITSUBISHI-UFJ,Participant,0.0
5086635324,,,,,,,,,,,,Morgan Stanley,MORGAN-STANLEY,Participant,0.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Participant,0.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Participant,0.0
5086635324,,,,,,,,,,,,Standard Chartered PLC,SCPLC,Participant,0.0
5086635324,,,,,,,,,,,,TD Securities Inc,TD-SECURITIES,Participant,0.0
5086635324,,,,,,,,,,,,Truist Financial Corp,TRUIST-FIN,Participant,0.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Participant,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,CoBank ACB,COBANK,Administration Agent,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Administration Agent,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Arranger,0.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Arranger,0.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Arranger,0.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Arranger,0.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Arranger,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Arranger,0.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Participant,0.0
5086635324,,,,,,,,,,,,Australia & New Zealand Banking Group Ltd,ANZ,Participant,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,0.0
5086635324,,,,,,,,,,,,Bank of China Ltd,BK-CHINA-LTD,Participant,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Participant,0.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Participant,0.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,0.0
5086635324,,,,,,,,,,,,HSBC Holdings PLC,SAM-CAPEL-HSBC,Participant,0.0
5086635324,,,,,,,,,,,,ING,ING,Participant,0.0
5086635324,,,,,,,,,,,,Industrial & Commercial Bank of China Ltd,CHCIB,Participant,0.0
5086635324,,,,,,,,,,,,Mitsubishi UFJ Financial Group,MITSUBISHI-UFJ,Participant,0.0
5086635324,,,,,,,,,,,,Natixis,NATIXIS,Participant,0.0
5086635324,,,,,,,,,,,,Oversea-Chinese Banking Corp Ltd,OCBC,Participant,0.0
5086635324,,,,,,,,,,,,PNC Financial Services Group Inc,PNC-FINANCIAL,Participant,0.0
5086635324,,,,,,,,,,,,Standard Chartered PLC,SCPLC,Participant,0.0
5086635324,,,,,,,,,,,,Wells Fargo & Co,WF,Participant,0.0
5086635324,,,,,,,,,,,,Sumitomo Mitsui Financial Group Inc,SUM-MIT-FIN-GRP,Administration Agent,0.0
5086635324,,,,,,,,,,,,BNP Paribas SA,BNP-PARIBAS,Arranger,0.0
5086635324,,,,,,,,,,,,BofA Securities Inc,BOFA-SEC-INC,Arranger,0.0
5086635324,,,,,,,,,,,,BMO Capital Markets,BMO-CAPITAL,Arranger,0.0
5086635324,,,,,,,,,,,,JP Morgan & Co Inc,JPM,Arranger,0.0
5086635324,,,,,,,,,,,,Mizuho Financial Group,MIZUHO-FINAN,Arranger,0.0
5086635324,,,,,,,,,,,,Cooperatieve Rabobank UA,RABOBANK,Arranger,0.0
5086635324,,,,,,,,,,,,Agricultural Bank of China,ABCHIN,Participant,0.0
5086635324,,,,,,,,,,,,Australia & New Zealand Banking Group Ltd,ANZ,Participant,0.0
5086635324,,,,,,,,,,,,Banco Bilbao Vizcaya Argentaria SA,BBVA,Participant,0.0
5086635324,,,,,,,,,,,,Santander Corporate & Investment Banking,SANTANDER-GBM,Participant,0.0
5086635324,,,,,,,,,,,,Bank of China Ltd,BK-CHINA-LTD,Participant,0.0
5086635324,,,,,,,,,,,,Scotiabank,SCOTIABANK,Participant,0.0
5086635324,,,,,,,,,,,,Citi,CITI,Participant,0.0
5086635324,,,,,,,,,,,,Commerzbank AG,COMMERZBANK,Participant,0.0
5086635324,,,,,,,,,,,,Credit Agricole Corporate & Investment Bank,CREDIT-AGRI-CIB,Participant,0.0
5086635324,,,,,,,,,,,,Deutsche Bank,DEUTSCHE-BANK,Participant,0.0
